         1417213 function calls (1388518 primitive calls) in 4.112 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\stable_baselines3\common\distributions.py:663(make_proba_distribution)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\numberfields\modules.py:1647(PowerBasisElement)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\stable_baselines3\common\preprocessing.py:92(preprocess_obs)
        3    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\calculus\inverselaplace.py:668(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\polynomials.py:1320(assoc_laguerre)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\source.py:662(SubclassAttrListSource)
        4    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\functions\bessel.py:385(c_memo)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_dispatch.py:124(__init__)
        5    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\integrals\transforms.py:224(_noconds_)
       20    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_numpy\linalg.py:35(linalg_errors)
       81    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\traceback.py:391(extended_frame_gen)
        3    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_utils.py:250(_validate_loaded_sparse_tensors)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\relational.py:866(_Greater)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\types.py:31(GuardFn)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\resume_execution.py:307(ResumeFunctionMetadata)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_inductor\metrics.py:127(MetricTable)
        2    0.000    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\scipy\integrate\_ivp\rk.py:502(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\combinatorial\numbers.py:1702(udivisor_sigma)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\ctx_manager.py:919(FSDPParamGroupUseTrainingStateVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:190(ThreadFlowLocation)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_flat_param.py:177(FlatParamShardMetadata)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_flat_param.py:118(HandleShardingStrategy)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_higher_order_ops\triton_kernel_wrap.py:37(KernelSideTable)
        7    0.000    0.000    0.003    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\ctx_mp_python.py:279(binary_op)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_flat_param.py:144(SharedParamInfo)
        3    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\config.py:14(is_fbcode)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\assumptions\assume.py:358(UndefinedPredicate)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\domains\expressionrawdomain.py:12(ExpressionRawDomain)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\logic\boolalg.py:201(BooleanAtom)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\onnxruntime.py:179(OrtOperatorSupport)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\gamma_functions.py:1060(digamma)
       26    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\ntpath.py:156(splitdrive)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_functional_collectives.py:780(_FromTorchTensor)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\parallel\style.py:282(SequenceParallel)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\core\arrayprint.py:561(array2string)
       56    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\utils\_pytree.py:654(_is_namedtuple_instance)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\agca\modules.py:286(FreeModule)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\bytecode_transformation.py:44(Instruction)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\higher_order_ops.py:1131(MapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\calculus\quadrature.py:260(TanhSinh)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\bessel.py:1036(SphericalHankelBase)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:146(DiophantineEquationType)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\functions.py:869(FunctoolsPartialVariable)
       48    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
       41    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\decorators.py:72(call_highest_priority)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\ode\single.py:1299(SeparableReduced)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\api.py:72(BackwardPrefetch)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\gymnasium\spaces\discrete.py:26(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\polynomials.py:1210(laguerre)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\sets\sets.py:2157(SymmetricDifference)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\matrices\expressions\funcmatrix.py:9(FunctionMatrix)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\assumptions\cnf.py:394(EncodedCNF)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\polynomials.py:443(chebyshevt)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\device_interface.py:46(Worker)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\dicts.py:591(DictView)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\dicts.py:369(DefaultDictVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:14(Level)
        3    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\symbolic_opset9.py:4590(_one_hidden_rnn)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\lists.py:455(DequeVariable)
        4    0.000    0.000    0.000    0.000 {method 't_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\elementary\complexes.py:801(conjugate)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\ctx_manager.py:454(GradModeVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\misc.py:1468(ConstantLikeVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\comptime.py:25(ComptimeVar)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\ode\single.py:341(NthAlgebraic)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_op_schema.py:426(OutputSharding)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_redistribute.py:274(Redistribute)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:50(PatchedPropertyBag)
        1    0.000    0.000    0.383    0.383 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\placement_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\_diagnostic.py:81(ExportDiagnosticEngine)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\optim\optimizer.py:465(profile_hook_step)
        2    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\stable_baselines3\common\vec_env\__init__.py:45(is_vecenv_wrapped)
        4    0.000    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\sharded_tensor\_ops\_common.py:62(_register_sharded_op_on_local_shards)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\sharding_spec\api.py:51(ShardingSpec)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_inductor\cpp_builder.py:1081(CppTorchOptions)
       83    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\typing.py:2412(no_type_check)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\error_functions.py:2740(_eis)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\source.py:673(FloatTensorSource)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:164(StackFrame)
        1    0.000    0.000    0.134    0.134 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\utilities\decorator.py:10(threaded_factory)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\error_functions.py:976(erf2inv)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_notification.py:18(Notification)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_inductor\test_operators.py:17(Realize)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_flat_param.py:162(_ShardParamInfo)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\symbolic_opset13.py:403(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\core\arrayprint.py:64(_make_options_dict)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\series\sequences.py:962(SeqExprOp)
        1    0.000    0.000    0.346    0.346 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_collective_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\error_functions.py:2308(FresnelIntegral)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\lazy.py:161(_populate)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_decomp\decompositions_for_rng.py:66(PhiloxState)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\calculus\inverselaplace.py:542(Cohen)
       10    0.000    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\trace_rules.py:2945(__call__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\bytecode_analysis.py:178(StackSize)
   126/28    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:560(InnerTensorKey)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\assumptions\relation\binrel.py:15(BinaryRelation)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\series\sequences.py:415(SeqExpr)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\elementary\piecewise.py:18(ExprCondPair)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\hyper.py:978(HyperRep_asin2)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\device_interface.py:22(DeviceInterfaceMeta)
        2    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\gymnasium\core.py:206(unwrapped)
